	GSM1867414_sample_table.txt	GSM1867415_sample_table.txt	GSM1867416_sample_table.txt	GSM1867417_sample_table.txt	GSM1867418_sample_table.txt	GSM1867419_sample_table.txt	GSM1867420_sample_table.txt	GSM1867421_sample_table.txt	GSM1867422_sample_table.txt	GSM1867423_sample_table.txt	GSM1867424_sample_table.txt	GSM1867425_sample_table.txt	GSM1867426_sample_table.txt	GSM1867427_sample_table.txt	GSM1867428_sample_table.txt	GSM1867429_sample_table.txt
ILMN_1213787	8.34457	8.34787	8.36822	8.35687	8.32208	8.37597	8.32150	8.35123	8.40155	8.38721	8.35734	8.34990	8.35771	8.35980	8.31924	8.33621
ILMN_1213805	8.33730	8.38754	8.36435	8.35632	8.40749	8.34038	8.34733	8.41190	8.40051	8.34182	8.35689	8.37431	8.39889	8.36600	8.33789	8.37789
ILMN_1213809	8.34722	8.30640	8.33589	8.33082	8.37987	8.33695	8.31670	8.38490	8.31682	8.34416	8.39586	8.35284	8.34493	8.34251	8.35364	8.33772
ILMN_1213811	8.32393	8.34807	8.35729	8.34781	8.33181	8.32275	8.33861	8.31445	8.32634	8.33955	8.32773	8.34374	8.31617	8.33186	8.33866	8.32662
ILMN_1213817	8.31298	8.73307	8.34921	8.34514	8.33740	8.39248	8.36890	8.78935	8.32618	8.34477	8.34920	8.40315	8.33245	8.31096	8.31641	8.36066
ILMN_1213838	8.54663	8.50427	8.54096	8.52021	8.47779	8.52823	8.49849	8.42990	8.42848	8.45137	8.46131	8.56055	8.50923	8.49658	8.44585	8.56927
ILMN_1213850	8.31896	8.40164	8.37644	8.36216	8.34881	8.34704	8.41744	8.34418	8.35787	8.33160	8.37935	8.33727	8.38012	8.33324	8.35588	8.33615
ILMN_1213855	10.24809	10.14425	10.12457	10.18119	10.18888	10.30203	10.32941	10.08050	10.17265	10.15689	10.11641	10.29442	10.18095	10.15051	10.06044	10.29201
ILMN_1213856	8.31756	8.28319	8.32177	8.31923	8.31198	8.31361	8.31177	8.30241	8.33716	8.36233	8.31876	8.32091	8.33868	8.31689	8.32974	8.31177
ILMN_1213858	8.94688	8.76816	8.90703	8.86739	8.70915	8.84942	8.75264	8.75127	8.85311	8.79023	8.77230	8.78057	8.78768	8.75395	8.66572	8.81068
ILMN_1213872	10.94771	11.12910	10.97887	11.14238	10.85503	10.96698	11.14809	11.24054	11.16460	11.02195	11.03208	10.85496	11.02027	10.85257	10.92044	10.93830
ILMN_1213873	8.34198	8.29006	8.32315	8.34690	8.31741	8.33956	8.32975	8.31325	8.34834	8.32285	8.30663	8.34406	8.31100	8.30727	8.31161	8.30575
ILMN_1213880	8.40189	8.40075	8.46605	8.37283	8.40697	8.45277	8.41719	8.41776	8.37181	8.38111	8.38639	8.33346	8.41267	8.38963	8.39457	8.40999
ILMN_1213882	8.34219	8.37608	8.33914	8.32634	8.36038	8.33350	8.34780	8.34339	8.35886	8.34919	8.36746	8.36596	8.35304	8.38104	8.35102	8.33579
ILMN_1213883	13.31290	13.34302	13.35548	13.36649	13.34936	13.41724	13.53747	13.36423	13.38986	13.44585	13.44619	13.60109	13.48478	13.33186	13.30276	13.54726
ILMN_1213886	8.54305	8.52869	8.48007	8.49367	8.65781	8.56221	8.52277	8.48424	8.57566	8.50703	8.60653	8.47237	8.44058	8.46066	8.53329	8.47717
ILMN_1213899	8.56474	8.60278	8.62263	8.61313	8.54288	8.56958	8.53658	8.56892	8.59546	8.51545	8.58681	8.56292	8.55229	8.58746	8.59865	8.58991
ILMN_1213910	8.30629	8.32496	8.30388	8.31917	8.31676	8.32109	8.30156	8.32314	8.30683	8.32429	8.32704	8.31574	8.30523	8.31573	8.31293	8.29667
ILMN_1213911	8.49795	8.46318	8.50284	8.46794	8.43689	8.44029	8.45591	8.49096	8.45242	8.49741	8.44167	8.49940	8.48741	8.49690	8.43493	8.45205
ILMN_1213914	14.89287	14.84153	14.86915	14.82810	14.84810	14.81961	14.73188	14.82246	14.83671	14.90777	14.84946	14.80894	14.82739	14.82254	14.75659	14.69382
ILMN_1213915	8.32751	8.34811	8.33826	8.31136	8.32677	8.32358	8.33140	8.35580	8.32632	8.36999	8.31347	8.33506	8.33053	8.33742	8.35799	8.32528
ILMN_1213917	8.50297	8.45037	8.47134	8.50692	8.41263	8.41509	8.40968	8.34766	8.40441	8.43183	8.39180	8.46242	8.37532	8.42119	8.39572	8.39488
ILMN_1213920	10.60037	10.74002	10.59819	10.81000	10.78459	10.64962	10.69203	10.67530	10.65556	10.66316	10.77818	10.78960	10.81016	10.60539	10.80129	10.58715
ILMN_1213929	8.41958	8.43765	8.49057	8.47960	8.43810	8.41180	8.45102	8.40798	8.46388	8.42439	8.40933	8.44936	8.41282	8.40559	8.44191	8.40542
ILMN_1213935	8.38481	8.36444	8.35728	8.36239	8.38274	8.36275	8.39589	8.32049	8.35513	8.36225	8.36907	8.32887	8.34543	8.37859	8.38939	8.38160
ILMN_1213939	8.30890	8.30624	8.32821	8.31219	8.32838	8.31793	8.31019	8.33790	8.31463	8.32432	8.32811	8.32463	8.35062	8.30343	8.31859	8.31582
ILMN_1213941	11.52377	11.73726	11.51432	11.58060	11.64413	11.62230	11.93900	11.70144	11.53729	12.02756	11.64042	11.51244	11.62924	11.86812	11.60110	11.57686
ILMN_1213947	8.49332	8.42556	8.51626	8.44657	8.45892	8.48595	8.44917	8.46118	8.45533	8.44219	8.47004	8.44167	8.41839	8.45663	8.46535	8.43134
ILMN_1213954	13.66684	13.40969	13.12606	12.94565	13.24667	13.25965	13.64843	12.98985	13.37140	13.33768	13.51202	13.60220	13.44974	13.22387	13.00898	13.42359
ILMN_1213958	9.15285	9.17185	9.10820	9.12885	9.13812	9.15219	9.15091	9.10388	9.08676	9.07982	9.15882	9.14694	9.20706	9.13687	9.16088	9.22291
ILMN_1213960	8.31238	8.30815	8.31814	8.34091	8.32634	8.37342	8.33476	8.30248	8.31745	8.33312	8.33290	8.32051	8.31902	8.33376	8.32111	8.33294
ILMN_1213963	8.32193	8.30852	8.32975	8.30443	8.33793	8.32537	8.32779	8.32311	8.31414	8.30300	8.30256	8.31391	8.30231	8.28654	8.31992	8.32154
ILMN_1213971	8.30574	8.31370	8.33047	8.31487	8.31591	8.28766	8.28736	8.31226	8.33576	8.32941	8.30509	8.31420	8.30302	8.32576	8.31170	8.31247
ILMN_1213975	8.40170	8.40349	8.45816	8.44013	8.40857	8.41661	8.43415	8.39380	8.44973	8.43050	8.40944	8.46547	8.41333	8.40421	8.38210	8.42738
ILMN_1213978	8.36731	8.36016	8.35959	8.33237	8.35935	8.33532	8.33088	8.32882	8.34680	8.33812	8.39088	8.32426	8.36212	8.35970	8.36324	8.35235
ILMN_1213981	8.35062	8.33326	8.34924	8.36916	8.33117	8.35651	8.36491	8.36515	8.41891	8.34527	8.34678	8.34141	8.32643	8.35115	8.34678	8.36034
ILMN_1213982	9.40840	9.35548	9.35622	9.41585	9.52782	9.48621	9.37429	9.71764	9.28856	9.38949	9.31059	9.50151	9.39012	9.50145	9.42531	9.62405
ILMN_1214000	8.30678	8.31441	8.32309	8.32540	8.32144	8.30434	8.32655	8.33461	8.33722	8.30017	8.32303	8.31988	8.30584	8.33130	8.30500	8.30487
ILMN_1214025	8.32955	8.35403	8.35215	8.33594	8.31935	8.32215	8.33867	8.32732	8.33672	8.32494	8.37995	8.35549	8.34662	8.30703	8.36252	8.33449
ILMN_1214031	8.35832	8.32700	8.37342	8.30983	8.34732	8.35683	8.34012	8.33849	8.37330	8.38259	8.34739	8.34249	8.36431	8.34882	8.35889	8.35665
ILMN_1214036	9.98825	10.13865	10.07035	9.99967	9.99314	9.90960	9.84933	9.99267	10.21567	10.06797	10.04437	9.91965	9.98359	9.90916	9.99518	9.78629
ILMN_1214044	8.31966	8.30243	8.32479	8.33216	8.30793	8.32802	8.33510	8.34703	8.32753	8.31042	8.32034	8.30518	8.31071	8.34731	8.32785	8.30059
ILMN_1214050	9.06537	8.85909	9.01241	8.90987	8.84214	8.95974	8.97487	8.94817	8.89812	8.95399	8.93867	8.95910	8.89348	8.95925	8.92961	9.00336
ILMN_1214053	8.96863	8.97721	8.94756	8.87930	8.88005	8.93695	8.88401	8.93856	8.97180	8.94345	9.03069	8.94504	9.00220	8.91244	8.95342	8.95549
ILMN_1214054	10.80303	10.74051	10.82641	10.74407	10.68668	10.80528	10.72976	10.73568	10.86243	10.76160	10.76775	10.76248	10.75908	10.77525	10.70934	10.65925
ILMN_1214057	8.44003	8.48425	8.45795	8.51775	8.48484	8.54926	8.50179	8.52533	8.45822	8.48674	8.48361	8.45635	8.53945	8.53584	8.47728	8.50586
ILMN_1214059	8.33173	8.37116	8.37854	8.35926	8.36521	8.33757	8.36693	8.31939	8.32617	8.36589	8.33953	8.36787	8.33427	8.36967	8.35588	8.33950
ILMN_1214060	8.35041	8.37620	8.36898	8.35303	8.33004	8.38600	8.37274	8.36841	8.34740	8.34607	8.32663	8.36684	8.40581	8.37693	8.36080	8.35538
ILMN_1214065	8.28696	8.30061	8.33366	8.31367	8.31346	8.30864	8.30774	8.31116	8.31159	8.29529	8.29709	8.31419	8.35004	8.33338	8.31619	8.32586
ILMN_1214066	8.35667	8.33737	8.34661	8.33712	8.32578	8.32427	8.33167	8.31378	8.33846	8.32713	8.33131	8.34313	8.32940	8.34994	8.33607	8.30786
ILMN_1214070	8.79388	8.83625	8.82992	8.80674	8.82649	8.79612	8.75633	8.80344	8.91328	8.76219	8.91065	8.77977	8.78257	8.79299	8.80424	8.81739
ILMN_1214075	8.34949	8.34092	8.38202	8.40935	8.35948	8.32954	8.37986	8.37436	8.36472	8.37362	8.36909	8.34516	8.36115	8.39645	8.39031	8.36617
ILMN_1214090	10.29214	10.19102	10.42516	10.17258	10.43509	10.28260	10.38546	10.20665	10.07668	10.03565	10.19442	10.20782	10.26558	10.55229	10.35135	10.33419
ILMN_1214092	10.08271	10.13376	10.12357	9.97308	10.05588	10.07525	10.06083	10.05090	10.05698	10.14761	10.09964	10.10001	10.24947	10.20339	10.07895	10.22616
ILMN_1214094	8.31186	8.38100	8.33048	8.32471	8.36361	8.34913	8.33143	8.34356	8.34148	8.32867	8.37125	8.36192	8.36979	8.34649	8.30857	8.32694
ILMN_1214110	8.59202	8.65161	8.66223	8.67135	8.60431	8.72013	8.67943	8.70750	8.65677	8.67418	8.63079	8.67024	8.70411	8.60256	8.72096	8.70032
ILMN_1214113	8.33943	8.32994	8.32154	8.34440	8.36489	8.34640	8.35008	8.33472	8.35016	8.37881	8.34626	8.35417	8.36697	8.34982	8.32207	8.34026
ILMN_1214118	9.91996	10.06994	9.58912	9.96522	10.22206	9.93833	9.48222	10.09543	10.20616	10.06151	10.32605	10.09223	9.94304	10.02884	10.05660	10.32360
ILMN_1214119	10.93654	11.05413	11.47891	11.37069	11.23817	11.16386	11.46681	11.12476	11.23217	11.27319	11.26146	11.06870	11.27425	11.03348	11.22525	11.09955
ILMN_1214126	8.39667	8.39362	8.43246	8.39662	8.42303	8.42029	8.36841	8.40255	8.39926	8.38559	8.38108	8.32334	8.36718	8.44076	8.39852	8.37325
ILMN_1214132	8.34099	8.32897	8.32076	8.34816	8.31526	8.33555	8.32516	8.32159	8.35187	8.31218	8.31008	8.32617	8.36132	8.32695	8.32780	8.32406
ILMN_1214142	8.31360	8.34709	8.31364	8.37397	8.32280	8.32273	8.32137	8.32665	8.31400	8.37728	8.33098	8.31751	8.33259	8.33106	8.31823	8.32361
ILMN_1214150	8.50255	8.55196	8.58593	8.53734	8.48827	8.46887	8.39003	8.56500	8.44354	8.42138	8.53332	8.54543	8.48795	8.52594	8.43881	8.47167
ILMN_1214163	8.58243	8.61823	8.58136	8.70103	8.58449	8.65441	8.55746	8.61969	8.71373	8.59259	8.58251	8.57079	8.63084	8.57880	8.62525	8.60083
ILMN_1214165	8.32229	8.31803	8.30776	8.31044	8.31269	8.30005	8.30305	8.30500	8.33082	8.28995	8.32343	8.30344	8.34367	8.29014	8.33814	8.31266
ILMN_1214167	8.73167	8.85326	8.73888	8.73907	8.67655	8.74087	8.78656	8.73206	8.76248	8.71458	8.76395	8.66969	8.73581	8.70273	8.72842	8.80129
ILMN_1214179	8.93595	8.79919	8.91181	8.90930	8.85953	8.84157	9.03206	8.96200	8.78879	8.91294	8.81610	8.93540	8.86827	8.90035	8.91284	8.90579
ILMN_1214180	8.34594	8.38150	8.33572	8.33386	8.39109	8.35016	8.34503	8.32451	8.31863	8.32344	8.33847	8.33638	8.32136	8.31691	8.34634	8.32433
ILMN_1214183	8.33579	8.34586	8.36686	8.35942	8.34846	8.33053	8.31922	8.33746	8.31962	8.37717	8.33616	8.34827	8.30231	8.35822	8.35769	8.36276
ILMN_1214187	11.44865	11.47268	11.44692	11.48558	11.46974	11.61057	11.57087	11.54926	11.45765	11.59611	11.45705	11.65858	11.73902	11.59095	11.66091	11.68872
ILMN_1214188	8.33691	8.40268	8.39114	8.37075	8.35414	8.35141	8.35666	8.37091	8.39884	8.35420	8.35876	8.34874	8.35199	8.36865	8.33337	8.36569
ILMN_1214190	8.32018	8.32675	8.34589	8.35328	8.32371	8.31461	8.32430	8.31751	8.31516	8.31959	8.30151	8.31114	8.30242	8.31781	8.32797	8.31561
ILMN_1214195	8.33822	8.32900	8.32847	8.31029	8.35311	8.34149	8.34410	8.33172	8.34039	8.30610	8.32741	8.32611	8.33163	8.33339	8.32601	8.31644
ILMN_1214222	8.30583	8.34536	8.36378	8.33233	8.30702	8.31850	8.34228	8.32923	8.29361	8.31574	8.32100	8.33289	8.30732	8.34625	8.30712	8.31614
ILMN_1214224	8.45535	8.44998	8.51092	8.46319	8.43292	8.43468	8.48038	8.41504	8.43979	8.52769	8.42403	8.46862	8.46100	8.43099	8.38715	8.43643
ILMN_1214228	8.34808	8.33431	8.36276	8.30966	8.33098	8.31615	8.30514	8.34386	8.31438	8.33712	8.31854	8.34143	8.31631	8.32469	8.32589	8.34849
ILMN_1214239	10.86974	10.72942	10.79415	10.84001	10.79986	10.90137	10.86116	10.74327	10.75675	10.79677	10.85207	11.05272	10.94272	10.93475	10.76049	10.99507
ILMN_1214241	8.40958	8.37522	8.39363	8.36974	8.35302	8.44519	8.37295	8.38432	8.39436	8.37880	8.37535	8.38158	8.41105	8.42697	8.36157	8.35424
ILMN_1214277	8.40989	8.38666	8.39350	8.42619	8.37917	8.36749	8.37499	8.37028	8.39214	8.36193	8.35664	8.41774	8.42904	8.39911	8.43142	8.38098
ILMN_1214296	8.32754	8.36968	8.32454	8.33288	8.32640	8.31518	8.29196	8.29719	8.30123	8.31620	8.31953	8.33641	8.32593	8.29794	8.31099	8.32270
ILMN_1214307	8.34905	8.37518	8.33547	8.33876	8.40180	8.34537	8.37504	8.36906	8.35177	8.39400	8.41726	8.42489	8.38853	8.37326	8.36325	8.37821
ILMN_1214318	8.30227	8.31449	8.31388	8.33512	8.32043	8.31627	8.32923	8.36304	8.31723	8.31406	8.35914	8.33333	8.32422	8.33016	8.32653	8.36446
ILMN_1214319	9.42300	9.48404	9.41869	9.55140	9.35080	9.37495	9.40846	9.48946	9.48849	9.52563	9.47609	9.52433	9.46610	9.46894	9.49508	9.53779
ILMN_1214326	8.34284	8.33385	8.33359	8.35426	8.34246	8.38759	8.38023	8.37442	8.34499	8.32882	8.34487	8.32841	8.35746	8.37142	8.40302	8.33902
ILMN_1214353	8.32241	8.33146	8.32659	8.36885	8.35981	8.37990	8.35091	8.37140	8.37528	8.37949	8.37912	8.37210	8.33025	8.36280	8.36425	8.35676
ILMN_1214358	10.75487	10.75575	10.80216	10.68632	10.65802	10.70207	10.53061	10.67570	10.77339	10.71116	10.84184	10.60887	10.67280	10.63371	10.70281	10.70605
ILMN_1214364	8.32855	8.30071	8.29431	8.34855	8.29668	8.27485	8.35379	8.30707	8.30640	8.32145	8.33229	8.30615	8.29753	8.32789	8.31357	8.31403
ILMN_1214368	8.29393	8.33009	8.34148	8.35301	8.34233	8.31327	8.30295	8.33143	8.33085	8.31845	8.30286	8.36072	8.29808	8.32645	8.31305	8.31211
ILMN_1214369	8.32403	8.35856	8.32436	8.32073	8.30864	8.31271	8.29614	8.32796	8.32015	8.33874	8.30806	8.35168	8.32224	8.35825	8.29589	8.32129
ILMN_1214375	9.48388	9.59416	9.61058	9.42754	9.41852	9.36943	9.32784	9.56173	9.40740	9.40625	9.54301	9.49036	9.42498	9.48462	9.43315	9.38184
ILMN_1214394	8.79072	8.79469	8.92030	8.82264	8.79894	8.82026	8.91631	8.87674	8.82130	8.71056	8.81634	8.72402	8.76967	8.81754	8.96490	8.71822
ILMN_1214402	9.16066	9.18061	9.39555	9.54881	9.25286	9.23594	9.46772	9.32319	9.27112	9.30845	9.16906	9.52445	9.39457	9.36330	9.21007	9.31635
ILMN_1214405	8.53505	8.52409	8.53266	8.55486	8.52348	8.53131	8.50954	8.57194	8.54847	8.57589	8.52427	8.50553	8.51931	8.53119	8.57352	8.49594
ILMN_1214416	8.62708	8.56514	8.59404	8.69957	8.57484	8.61554	8.57748	8.58490	8.54793	8.59337	8.63833	8.58216	8.58524	8.64099	8.62916	8.65783
ILMN_1214431	8.35081	8.33392	8.33598	8.34144	8.34186	8.38478	8.35056	8.30711	8.35533	8.35294	8.33216	8.34911	8.34097	8.33576	8.32609	8.34890
ILMN_1214441	8.43571	8.42277	8.44031	8.45400	8.41850	8.47503	8.48533	8.42938	8.42012	8.44038	8.45600	8.47646	8.47468	8.42470	8.42660	8.47947
ILMN_1214450	10.84071	10.71909	10.91336	10.96507	10.74901	10.77650	10.66878	10.77318	10.92644	10.90643	10.71766	10.77668	10.71776	10.77749	10.75692	10.87675
ILMN_1214459	8.40655	8.39821	8.37970	8.34187	8.33888	8.40958	8.36302	8.38063	8.37319	8.42893	8.37536	8.33334	8.36400	8.37335	8.40234	8.35644
ILMN_1214471	8.39855	8.38149	8.30525	8.41476	8.37110	8.41656	8.36668	8.34402	8.35327	8.31720	8.36082	8.34318	8.35010	8.37331	8.38210	8.45902
ILMN_1214482	8.31782	8.29790	8.34199	8.30498	8.32659	8.29887	8.31481	8.32061	8.34475	8.31625	8.33376	8.32545	8.30150	8.30694	8.33177	8.35409
ILMN_1214483	8.41982	8.35085	8.35390	8.47199	8.33464	8.38745	8.38208	8.36577	8.36600	8.38887	8.41008	8.42510	8.34774	8.36426	8.35024	8.34906
ILMN_1214486	9.15888	8.90399	9.05499	8.97518	8.99351	9.04514	9.00966	9.06006	8.92156	8.93079	9.07049	9.11935	9.01333	9.02614	9.04283	9.02921
ILMN_1214487	8.51423	8.49294	8.50888	8.52332	8.48879	8.48861	8.51642	8.52331	8.45017	8.55934	8.46417	8.47379	8.47182	8.53424	8.44818	8.49062
ILMN_1214488	9.72207	9.84541	9.81323	9.70337	9.72391	9.81943	9.65783	9.64455	9.87600	9.68685	9.77763	9.67321	9.78270	9.50964	9.64379	9.57441
ILMN_1214498	8.88702	8.88298	9.02234	8.96530	8.91694	8.80409	9.00777	8.96414	8.81871	8.85771	8.90958	8.85191	8.86359	8.92397	8.99081	8.88421
ILMN_1214500	9.16421	8.95093	8.87465	9.12441	9.06426	8.96807	9.07607	8.99176	9.02839	8.95655	8.95184	8.97914	9.06603	9.02188	8.99986	9.07314
ILMN_1214505	8.30426	8.33031	8.31730	8.30857	8.33041	8.30769	8.34280	8.33460	8.32084	8.31807	8.33230	8.33094	8.30620	8.31551	8.33420	8.29406
ILMN_1214508	8.35262	8.34378	8.32073	8.33699	8.33638	8.32952	8.32709	8.34031	8.32696	8.30939	8.35755	8.36379	8.33904	8.33871	8.32215	8.36726
ILMN_1214511	8.33219	8.31198	8.30623	8.37470	8.34989	8.35372	8.31988	8.35049	8.30985	8.31420	8.34314	8.33598	8.33163	8.33290	8.35847	8.35193
ILMN_1214514	8.32627	8.33875	8.34445	8.32948	8.34918	8.31752	8.32598	8.33430	8.30691	8.34387	8.34510	8.31835	8.35515	8.33896	8.32260	8.30156
ILMN_1214515	8.48252	8.48099	8.41549	8.45808	8.42394	8.43713	8.45377	8.45052	8.41558	8.44790	8.44632	8.44981	8.45802	8.48486	8.44773	8.46108
ILMN_1214517	8.91052	8.89674	8.97260	9.01704	8.84499	8.89882	8.92817	8.92471	8.90902	9.06978	8.88884	9.01579	8.89317	9.04016	8.95379	8.90706
ILMN_1214518	8.31450	8.31768	8.31879	8.34136	8.33230	8.31571	8.33838	8.34481	8.32190	8.32043	8.32747	8.31053	8.34626	8.33165	8.33594	8.29816
ILMN_1214531	8.32467	8.35824	8.32742	8.36853	8.31648	8.32891	8.33528	8.31375	8.36446	8.37489	8.32754	8.37904	8.35640	8.43479	8.33259	8.32815
ILMN_1214541	8.31009	8.31544	8.31568	8.30246	8.29011	8.32031	8.31249	8.31679	8.32367	8.34279	8.31368	8.30063	8.30116	8.29753	8.35694	8.32724
ILMN_1214544	8.31872	8.33919	8.33651	8.30402	8.38636	8.40649	8.35668	8.39144	8.33793	8.35559	8.33421	8.35435	8.41833	8.39071	8.41005	8.38740
ILMN_1214548	8.32487	8.28854	8.33021	8.30686	8.30176	8.31128	8.33549	8.32581	8.30379	8.32712	8.32757	8.32908	8.32846	8.30152	8.34189	8.33275
ILMN_1214561	10.20732	10.29044	10.08587	9.94313	10.15625	10.18002	10.25694	10.15567	10.35804	10.17362	10.26872	10.32407	10.25192	10.00460	10.08233	10.18815
ILMN_1214563	9.42154	9.25027	9.27632	9.30572	9.50472	9.65794	9.50019	9.25708	9.32198	9.43548	9.30624	9.45656	9.30062	9.46573	9.49564	9.58955
ILMN_1214571	8.34252	8.35183	8.35413	8.35043	8.31658	8.35921	8.35216	8.31944	8.33003	8.29990	8.33198	8.33216	8.31778	8.35686	8.31914	8.35615
ILMN_1214574	8.36309	8.33057	8.32381	8.33672	8.33301	8.33478	8.33752	8.33726	8.33974	8.33346	8.30708	8.32337	8.30853	8.35040	8.36215	8.34638
ILMN_1214585	8.33764	8.34252	8.35927	8.34087	8.35335	8.34059	8.33101	8.34183	8.33984	8.35087	8.31910	8.32793	8.33944	8.32515	8.35446	8.32816
ILMN_1214593	8.69042	8.55711	8.61051	8.62509	8.57104	8.57597	8.55555	8.57105	8.61082	8.57850	8.60997	8.54494	8.63591	8.56241	8.60911	8.53622
ILMN_1214602	8.39385	8.37146	8.36950	8.37549	8.35138	8.33342	8.33716	8.33445	8.36135	8.32433	8.35505	8.38572	8.33465	8.30506	8.35802	8.31913
ILMN_1214631	8.44257	8.41826	8.44165	8.39266	8.41096	8.42534	8.38704	8.44032	8.39255	8.40586	8.40040	8.39669	8.41964	8.43076	8.39428	8.36548
ILMN_1214634	8.32832	8.32345	8.34608	8.33717	8.31852	8.29781	8.29446	8.34245	8.30993	8.33594	8.32589	8.31320	8.31537	8.32446	8.32670	8.32164
ILMN_1214645	8.40088	8.39998	8.41698	8.39381	8.41575	8.38927	8.42336	8.40690	8.43019	8.40406	8.36284	8.38098	8.41067	8.37870	8.42575	8.41070
ILMN_1214661	8.31601	8.31969	8.32928	8.32890	8.31399	8.30129	8.33525	8.32064	8.34647	8.33762	8.30750	8.31113	8.31425	8.33398	8.34963	8.32953
ILMN_1214664	9.58258	9.15181	9.38032	9.22033	9.42722	9.41554	9.45991	9.38198	9.29164	9.07883	9.12767	9.59695	9.41162	9.51413	9.51207	9.57514
ILMN_1214671	8.79459	8.83189	8.78164	8.74043	8.80431	8.73682	8.74352	8.78837	8.89288	8.76433	8.79810	8.78517	8.78075	8.74563	8.76863	8.85680
ILMN_1214700	8.31500	8.36740	8.32094	8.34159	8.33762	8.32317	8.32716	8.34059	8.30464	8.34211	8.30548	8.32252	8.33575	8.33312	8.33670	8.33445
ILMN_1214708	8.38118	8.34404	8.32906	8.34952	8.40354	8.36570	8.37132	8.36674	8.38954	8.38610	8.33943	8.37785	8.35104	8.42081	8.36146	8.40783
ILMN_1214713	8.37080	8.37526	8.36277	8.39848	8.35676	8.39480	8.37326	8.39902	8.36612	8.42292	8.37578	8.36608	8.40644	8.39969	8.43446	8.39932
ILMN_1214715	8.30827	8.35395	8.34028	8.33246	8.31257	8.32232	8.32703	8.32880	8.39872	8.31568	8.35617	8.33083	8.32289	8.32746	8.34490	8.33730
ILMN_1214719	8.35000	8.43926	8.44890	8.47816	8.33259	8.38273	8.39253	8.35396	8.42911	8.38973	8.37440	8.39215	8.41416	8.32458	8.40690	8.38440
ILMN_1214731	9.70096	9.44503	9.60073	9.56159	9.51116	9.61768	9.49070	9.40538	9.45888	9.54674	9.57248	9.47508	9.39148	9.52125	9.50805	9.40652
ILMN_1214738	8.69377	8.69423	8.63142	8.54251	8.62491	8.69594	8.65679	8.66193	8.61126	8.62387	8.64402	8.61185	8.64188	8.69562	8.70001	8.70900
ILMN_1214750	8.30997	8.31573	8.32783	8.30938	8.30332	8.31806	8.27371	8.31402	8.33014	8.27898	8.35179	8.31718	8.34122	8.33431	8.32239	8.30340
ILMN_1214753	8.64716	8.63876	8.56971	8.60749	8.53987	8.63670	8.66482	8.59939	8.62968	8.57694	8.54063	8.65335	8.62131	8.56913	8.58955	8.62537
ILMN_1214762	8.50850	8.55343	8.50466	8.54781	8.48233	8.51495	8.54522	8.55379	8.51406	8.60187	8.48802	8.50416	8.52585	8.51793	8.53566	8.54245
ILMN_1214790	8.30526	8.32400	8.34330	8.30485	8.32565	8.29677	8.30278	8.32319	8.31020	8.31440	8.32537	8.32245	8.33653	8.31210	8.31157	8.32248
ILMN_1214793	8.94997	8.92443	8.87548	8.90481	8.94598	8.79746	9.02216	8.96350	8.88544	8.89678	8.95623	8.91980	9.02086	8.96617	8.98161	8.95662
ILMN_1214800	9.07058	9.01945	9.16449	9.11941	8.89832	9.15407	9.07200	9.06453	9.03280	8.99341	9.05697	9.00028	9.13237	8.99269	9.08643	9.13375
ILMN_1214802	8.31352	8.34863	8.30716	8.33980	8.31713	8.31950	8.33183	8.33579	8.35517	8.34745	8.32042	8.32376	8.32724	8.31428	8.29613	8.32562
ILMN_1214810	9.65754	9.85453	9.70753	9.80235	9.84647	9.61702	9.60414	9.64183	9.83544	9.73839	9.78526	9.64200	9.73271	9.80479	9.71865	9.68244
ILMN_1214811	8.87470	8.87752	8.87904	8.90748	8.82922	8.83920	8.85991	8.91582	8.94935	8.85156	8.85132	8.86913	8.82177	8.76738	8.84309	8.76632
ILMN_1214822	8.82603	8.95816	8.75056	8.85847	8.91973	8.92877	8.81733	8.76185	9.32177	9.17271	8.86479	8.84885	8.86232	8.74532	8.80573	8.75486
ILMN_1214823	11.35343	11.31600	11.24103	11.25839	11.35272	11.35153	11.34732	11.30126	11.51682	11.44844	11.32772	11.35289	11.50889	11.43078	11.44552	11.43815
ILMN_1214829	8.37444	8.36515	8.35467	8.36072	8.34138	8.34975	8.37974	8.38067	8.42831	8.34828	8.35674	8.38096	8.34862	8.33605	8.35933	8.36660
ILMN_1214838	8.29795	8.30297	8.31602	8.33387	8.34263	8.32415	8.34582	8.36355	8.39859	8.31728	8.35476	8.37662	8.34581	8.36601	8.31304	8.36940
ILMN_1214839	8.38186	8.33660	8.32108	8.36860	8.32775	8.30678	8.31569	8.33324	8.32738	8.31235	8.34931	8.32362	8.30507	8.31173	8.31199	8.31572
ILMN_1214841	8.36047	8.35583	8.34447	8.31622	8.31859	8.32466	8.33399	8.32053	8.36721	8.35198	8.36363	8.33535	8.35694	8.37173	8.34542	8.33715
ILMN_1214843	8.33067	8.32222	8.31588	8.31902	8.31189	8.31012	8.34986	8.30820	8.30269	8.31844	8.32320	8.33739	8.32827	8.33297	8.34233	8.34733
ILMN_1214848	8.31190	8.30561	8.32734	8.29654	8.32097	8.31288	8.32372	8.31711	8.34171	8.30249	8.34529	8.29269	8.30981	8.30663	8.32174	8.29373
