	GSM1867414_sample_table.txt	GSM1867415_sample_table.txt	GSM1867416_sample_table.txt	GSM1867417_sample_table.txt	GSM1867418_sample_table.txt	GSM1867419_sample_table.txt	GSM1867420_sample_table.txt	GSM1867421_sample_table.txt	GSM1867422_sample_table.txt	GSM1867423_sample_table.txt	GSM1867424_sample_table.txt	GSM1867425_sample_table.txt	GSM1867426_sample_table.txt	GSM1867427_sample_table.txt	GSM1867428_sample_table.txt	GSM1867429_sample_table.txt
ILMN_2814927	8.34042	8.31299	8.34994	8.31368	8.31208	8.31180	8.31203	8.31684	8.33650	8.30039	8.34188	8.31072	8.29557	8.30262	8.33612	8.31263
ILMN_2814974	8.38965	8.41398	8.48156	8.33893	8.31205	8.37046	8.38508	8.32098	8.39299	8.38228	8.38806	8.38859	8.32793	8.33759	8.34232	8.38719
ILMN_2814976	9.61876	9.63839	9.53239	9.58831	9.57406	9.69431	9.48295	9.50312	9.74514	9.61426	9.54694	9.56968	9.58760	9.54144	9.67128	9.64683
ILMN_2815024	9.09865	9.25825	9.08899	9.08662	9.23368	9.11119	9.24991	9.23735	9.17195	9.09532	9.15864	9.30970	9.30023	9.20059	9.15697	9.29539
ILMN_2815107	9.56073	9.62334	9.67375	9.53493	9.70572	9.59844	9.62393	9.48036	9.69889	9.56615	9.56994	9.72196	9.51301	9.60629	9.56661	9.60845
ILMN_2815138	13.84824	13.85769	13.84258	13.98700	14.06614	14.06616	14.12881	14.04269	13.81063	13.87446	14.05781	13.98942	14.01984	14.10784	14.04449	14.15707
ILMN_2815177	8.32544	8.34684	8.33760	8.35916	8.31367	8.30339	8.29672	8.30200	8.31179	8.33275	8.30034	8.31189	8.30459	8.31959	8.32455	8.30146
ILMN_2815222	10.10261	10.31198	10.17771	9.99532	10.10680	10.03202	9.80433	10.17057	10.40458	10.23350	10.14322	10.08313	9.86385	9.94211	9.94472	9.95235
ILMN_2815258	8.36075	8.30973	8.32201	8.29555	8.32256	8.30647	8.30691	8.33375	8.33798	8.30158	8.32429	8.30925	8.30286	8.30720	8.31469	8.29621
ILMN_2815313	8.35827	8.35645	8.40163	8.39997	8.35659	8.36564	8.40794	8.37579	8.35543	8.38183	8.38132	8.32791	8.41806	8.37789	8.37384	8.41651
ILMN_2815337	8.35695	8.34624	8.34348	8.37166	8.34981	8.35005	8.35130	8.35379	8.39561	8.40094	8.31783	8.37415	8.37239	8.36627	8.33853	8.36108
ILMN_2815374	8.37916	8.35619	8.33985	8.36199	8.42070	8.36198	8.37131	8.36050	8.40263	8.36350	8.33101	8.39529	8.35187	8.37562	8.35660	8.35041
ILMN_2815383	9.14945	9.09505	9.23618	9.19787	9.13328	9.11773	9.15570	9.19968	9.12909	9.21147	9.22306	9.16948	9.10755	9.14552	9.10968	9.08662
ILMN_2815450	8.33743	8.33245	8.32778	8.36516	8.38379	8.40161	8.37184	8.39404	8.32793	8.37495	8.37443	8.33991	8.37092	8.36840	8.36887	8.36620
ILMN_2815479	8.59993	8.55651	8.60895	8.58716	8.53063	8.52704	8.56549	8.60612	8.58788	8.57727	8.57481	8.61503	8.55054	8.54669	8.56927	8.60093
ILMN_2815506	10.03076	9.61466	9.21056	9.44665	9.64505	9.67095	9.70228	9.92945	9.75648	9.63854	9.82874	9.30949	9.33238	9.39517	9.48792	9.46521
ILMN_2815515	8.30194	8.32701	8.32762	8.33400	8.32260	8.31340	8.30694	8.35597	8.29646	8.31742	8.32983	8.32053	8.34907	8.32046	8.31018	8.35103
ILMN_2815545	9.77623	9.90082	9.82603	9.82059	9.78605	9.74199	9.71171	9.73771	9.81358	9.86510	9.85593	9.78947	9.74481	9.77433	9.84763	9.86352
ILMN_2815571	8.37748	8.35947	8.31740	8.33685	8.32747	8.35399	8.34600	8.32935	8.37358	8.37138	8.36304	8.35700	8.33474	8.33464	8.31357	8.32296
ILMN_2815594	8.41820	8.40056	8.44299	8.38705	8.38561	8.39446	8.43062	8.47761	8.40887	8.37535	8.44067	8.41414	8.46956	8.37365	8.37688	8.39080
ILMN_2815626	8.61495	8.63758	8.57201	8.62111	8.66676	8.63800	8.62564	8.71509	8.70447	8.69083	8.64639	8.69485	8.67501	8.65115	8.66085	8.58857
ILMN_2815651	8.97893	8.89284	8.88822	9.05067	8.85517	8.85495	8.57569	8.79205	8.94529	9.05580	8.67707	8.71007	8.75075	8.97745	9.08923	8.74347
ILMN_2815752	8.31611	8.30315	8.33357	8.32394	8.32656	8.29800	8.29431	8.32725	8.31676	8.30197	8.35130	8.33047	8.34271	8.30271	8.34905	8.32236
ILMN_2815802	8.43072	8.49103	8.43012	8.47285	8.41810	8.41634	8.45976	8.44416	8.43298	8.46676	8.40915	8.43141	8.43630	8.46817	8.40940	8.45936
ILMN_2815867	8.33800	8.34113	8.34793	8.33583	8.34640	8.35520	8.36345	8.33963	8.35250	8.36658	8.34601	8.36166	8.33575	8.35444	8.36167	8.35546
ILMN_2815889	8.58103	8.65491	8.63197	8.57815	8.54216	8.56058	8.55529	8.58444	8.61214	8.59413	8.55881	8.67530	8.53395	8.60451	8.62280	8.62247
ILMN_2816180	9.04322	9.11896	9.14436	9.04845	9.14466	9.05046	9.25036	9.24286	8.93160	9.00918	9.29738	9.10019	8.93682	9.14216	9.24526	9.01353
ILMN_2816196	8.29958	8.33912	8.32647	8.31878	8.35471	8.33306	8.33621	8.39281	8.31046	8.31137	8.37068	8.32911	8.31590	8.33498	8.30067	8.32758
ILMN_2816271	8.37133	8.37593	8.34282	8.39311	8.37266	8.38250	8.36027	8.33951	8.34950	8.38444	8.36821	8.33883	8.36057	8.36493	8.34536	8.35203
ILMN_2816315	8.36859	8.34294	8.43295	8.33000	8.39154	8.31966	8.36381	8.35793	8.32538	8.38394	8.32874	8.34560	8.33311	8.36862	8.31677	8.32084
ILMN_2816356	8.44916	8.44952	8.47361	8.41196	8.45866	8.41079	8.43791	8.42788	8.44211	8.46425	8.50353	8.44990	8.49069	8.47960	8.46183	8.43667
ILMN_2816386	8.32088	8.34382	8.33618	8.33145	8.31670	8.33205	8.31919	8.31609	8.30591	8.32909	8.31343	8.30785	8.34942	8.33840	8.33878	8.30626
ILMN_2816461	8.33630	8.33243	8.34919	8.36699	8.31328	8.32819	8.33415	8.37377	8.33784	8.40703	8.36584	8.35026	8.32136	8.35776	8.32385	8.32653
ILMN_2816547	9.60778	9.75579	9.75095	9.72360	9.73039	9.65900	9.65101	9.72671	9.90210	9.81949	9.80148	9.72079	9.70724	9.64883	9.74751	9.61062
ILMN_2816565	8.42786	8.37893	8.48134	8.36090	8.42695	8.37356	8.43115	8.39664	8.38215	8.39164	8.43675	8.41938	8.40735	8.40664	8.39970	8.41068
ILMN_2816577	8.32780	8.31859	8.33920	8.30977	8.33177	8.34852	8.36289	8.34178	8.30237	8.33997	8.33709	8.32667	8.31219	8.36936	8.37632	8.35618
ILMN_2816660	8.31796	8.31713	8.32636	8.31110	8.33113	8.33053	8.31876	8.32173	8.30872	8.30418	8.30240	8.31529	8.29929	8.31387	8.31715	8.35192
ILMN_2816690	8.31272	8.32211	8.32520	8.32499	8.33971	8.32318	8.37716	8.33273	8.34440	8.32042	8.32025	8.35338	8.32663	8.32884	8.32645	8.31460
ILMN_2816707	8.32555	8.32506	8.29499	8.34136	8.33583	8.33506	8.32241	8.32824	8.31801	8.32723	8.31399	8.33042	8.33996	8.32834	8.33572	8.30445
ILMN_2816736	8.60392	8.67500	8.80631	8.57688	8.61703	8.54096	8.50742	8.63570	8.71802	8.79120	8.72578	8.70280	8.48901	8.43254	8.50377	8.73400
ILMN_2816754	8.31233	8.34874	8.34015	8.33119	8.30371	8.34556	8.32363	8.32117	8.34715	8.30931	8.34539	8.34891	8.37208	8.33117	8.34371	8.32852
ILMN_2816876	8.91089	8.84975	8.92280	8.82394	8.97916	8.90725	8.82381	8.86977	8.92516	8.91950	8.97314	8.93848	8.96163	8.90053	8.95316	8.90605
ILMN_2816895	8.39499	8.34733	8.38299	8.35952	8.36691	8.31758	8.30842	8.34647	8.36628	8.34154	8.37018	8.34163	8.34338	8.33442	8.35798	8.34118
ILMN_2816956	8.34375	8.36625	8.32348	8.32909	8.34895	8.35713	8.37779	8.35889	8.32694	8.35829	8.33486	8.35232	8.32705	8.39315	8.37513	8.34634
ILMN_2817021	8.64808	8.57623	8.60026	8.61480	8.62809	8.61062	8.70567	8.62261	8.53403	8.55117	8.53927	8.62740	8.62769	8.64698	8.62999	8.70718
ILMN_2817092	8.34693	8.33485	8.32847	8.31227	8.30726	8.29917	8.29723	8.31509	8.30624	8.31153	8.32389	8.30755	8.32890	8.32503	8.33740	8.30935
